Attendee,Join Time,Leave Time,Date
Brogan Fleming,11/8/2021 14:23,11/8/2021 14:48,11/8/2021
Korbin Blankenship,11/8/2021 14:14,11/8/2021 18:46,11/8/2021
Marlon Buchanan,11/8/2021 13:55,11/8/2021 18:45,11/8/2021
Zayne Christian,11/8/2021 13:58,11/8/2021 15:17,11/8/2021
Maren Bennett,--,--,11/8/2021
Kallie Weiss,11/8/2021 14:00,11/8/2021 15:20,11/8/2021
Kenyon Cannon,11/8/2021 13:56,11/8/2021 17:36,11/8/2021
Dalia Cooper,11/8/2021 17:40,11/8/2021 18:45,11/8/2021
Dalia Cooper,11/8/2021 13:50,11/8/2021 17:27,11/8/2021
Dalia Cooper,11/8/2021 17:28,11/8/2021 17:39,11/8/2021
Alvaro Dunlap,--,--,11/8/2021
Adrien Garner,--,--,11/8/2021
Veronica Lang,11/8/2021 13:47,11/8/2021 18:45,11/8/2021
Mila Patel,11/8/2021 13:52,11/8/2021 18:45,11/8/2021
Adyson Cohen,11/8/2021 14:00,11/8/2021 14:49,11/8/2021
Mohamed Hammond,11/8/2021 16:44,11/8/2021 17:13,11/8/2021
River Bright,--,--,11/8/2021
Braylon Charles,11/8/2021 13:54,11/8/2021 17:08,11/8/2021
Bianca Estrada,11/8/2021 13:40,11/8/2021 18:45,11/8/2021
Teagan Garrison,11/8/2021 16:07,11/8/2021 16:28,11/8/2021
Finley Graham,11/8/2021 15:51,11/8/2021 16:18,11/8/2021
Finley Graham,11/8/2021 16:23,11/8/2021 18:53,11/8/2021
Valeria Moyer,11/8/2021 13:59,11/8/2021 18:47,11/8/2021
Billy Acosta,11/8/2021 15:43,11/8/2021 16:01,11/8/2021
Billy Acosta,11/8/2021 14:54,11/8/2021 15:17,11/8/2021
Billy Acosta,11/8/2021 16:04,11/8/2021 16:36,11/8/2021
Giovanni Green,--,--,11/8/2021
Celia Nichols,11/8/2021 13:59,11/8/2021 18:45,11/8/2021
Cassidy Rivera,--,--,11/8/2021
German Leonard,11/8/2021 13:40,11/8/2021 18:44,11/8/2021
Lyric Clarke,11/8/2021 14:01,11/8/2021 17:30,11/8/2021
Taylor David,11/8/2021 13:43,11/8/2021 18:53,11/8/2021
Maggie Moon,11/8/2021 16:33,11/8/2021 17:03,11/8/2021
Maggie Moon,11/8/2021 17:03,11/8/2021 17:52,11/8/2021
Maggie Moon,11/8/2021 14:37,11/8/2021 14:40,11/8/2021
Maggie Moon,11/8/2021 14:52,11/8/2021 15:08,11/8/2021
Antonio Hurley,11/8/2021 17:41,11/8/2021 18:27,11/8/2021
Kathleen Jacobson,11/8/2021 15:35,11/8/2021 16:17,11/8/2021
Payten Graham,11/8/2021 13:49,11/8/2021 18:43,11/8/2021
Sean Blackburn,11/8/2021 13:51,11/8/2021 14:49,11/8/2021
Britney Harrington,11/8/2021 15:15,11/8/2021 15:15,11/8/2021
Britney Harrington,11/8/2021 15:15,11/8/2021 16:19,11/8/2021
Preston Robertson,11/8/2021 14:00,11/8/2021 17:04,11/8/2021
Yadiel Mata,--,--,11/8/2021
Brielle Davila,--,--,11/8/2021
Jada Snyder,11/8/2021 14:00,11/8/2021 15:19,11/8/2021
Colton Knapp,--,--,11/8/2021
Stanley Richards,11/8/2021 15:06,11/8/2021 15:31,11/8/2021
Zion Gilbert,--,--,11/8/2021
Justus Gaines,11/8/2021 13:59,11/8/2021 18:45,11/8/2021
Kayleigh Rodgers,--,--,11/8/2021
Zachariah Mcclure,11/8/2021 13:45,11/8/2021 18:45,11/8/2021
Ibrahim Norton,11/8/2021 13:39,11/8/2021 18:48,11/8/2021
Terrell Kramer,11/8/2021 16:43,11/8/2021 17:36,11/8/2021
Nadia Ho,--,--,11/8/2021
Shyanne Murphy,--,--,11/8/2021
Kane Hatfield,11/8/2021 16:43,11/8/2021 18:00,11/8/2021
Kane Hatfield,11/8/2021 18:15,11/8/2021 18:46,11/8/2021
Gael Frederick,--,--,11/8/2021
Lawrence Barr,11/8/2021 13:39,11/8/2021 15:46,11/8/2021
Saige Villa,--,--,11/8/2021
Norah Reed,11/8/2021 14:02,11/8/2021 18:48,11/8/2021
Benjamin Dalton,11/8/2021 14:26,11/8/2021 14:30,11/8/2021
Alice Duarte,11/8/2021 14:00,11/8/2021 18:44,11/8/2021
Cooper Osborne,11/8/2021 15:29,11/8/2021 15:30,11/8/2021
Cooper Osborne,11/8/2021 16:43,11/8/2021 17:07,11/8/2021
Braiden Nelson,11/8/2021 15:49,11/8/2021 18:50,11/8/2021
German Higgins,11/8/2021 13:54,11/8/2021 18:45,11/8/2021
Brandon Farley,--,--,11/8/2021
Easton Perez,--,--,11/8/2021
Deangelo Cooke,11/8/2021 17:55,11/8/2021 18:46,11/8/2021
Ava Preston,11/8/2021 13:56,11/8/2021 13:56,11/8/2021
Ava Preston,11/8/2021 13:57,11/8/2021 18:45,11/8/2021
Efrain Jordan,--,--,11/8/2021
Hayden Hull,11/8/2021 14:00,11/8/2021 14:01,11/8/2021
Hayden Hull,11/8/2021 14:01,11/8/2021 18:45,11/8/2021
Julia Winters,11/8/2021 13:40,11/8/2021 16:47,11/8/2021
Julia Winters,11/8/2021 13:53,11/8/2021 16:42,11/8/2021
Julia Winters,11/8/2021 16:44,11/8/2021 18:45,11/8/2021
Trent Tate,11/8/2021 13:53,11/8/2021 13:56,11/8/2021
Trent Tate,11/8/2021 13:57,11/8/2021 17:28,11/8/2021
Kristopher Horn,11/8/2021 13:44,11/8/2021 14:58,11/8/2021
Matthias Prince,11/8/2021 13:43,11/8/2021 18:46,11/8/2021
Samson Brock,11/8/2021 13:57,11/8/2021 15:29,11/8/2021
Samson Brock,11/8/2021 15:33,11/8/2021 18:48,11/8/2021
Samson Brock,11/8/2021 16:04,11/8/2021 16:07,11/8/2021
Maggie Franco,11/8/2021 13:53,11/8/2021 15:25,11/8/2021
Enzo Kidd,11/8/2021 13:55,11/8/2021 18:46,11/8/2021
Aaliyah Price,11/8/2021 14:13,11/8/2021 14:13,11/8/2021
Aaliyah Price,11/8/2021 14:14,11/8/2021 14:15,11/8/2021
Parker Mendez,11/8/2021 13:45,11/8/2021 17:06,11/8/2021
Parker Mendez,11/8/2021 17:07,11/8/2021 18:45,11/8/2021
Zoe Bright,11/8/2021 14:26,11/8/2021 15:33,11/8/2021
Jaliyah Andrade,11/8/2021 13:57,11/8/2021 16:46,11/8/2021
Jaliyah Andrade,11/8/2021 16:46,11/8/2021 17:04,11/8/2021
Jaliyah Andrade,11/8/2021 17:04,11/8/2021 17:10,11/8/2021
Jaliyah Andrade,11/8/2021 17:10,11/8/2021 17:10,11/8/2021
Jaliyah Andrade,11/8/2021 17:10,11/8/2021 17:21,11/8/2021
Jaliyah Andrade,11/8/2021 17:21,11/8/2021 17:21,11/8/2021
Jaliyah Andrade,11/8/2021 17:21,11/8/2021 17:54,11/8/2021
Jaliyah Andrade,11/8/2021 17:54,11/8/2021 17:54,11/8/2021
Jaliyah Andrade,11/8/2021 17:54,11/8/2021 18:47,11/8/2021
Jaliyah Andrade,11/8/2021 17:04,11/8/2021 17:04,11/8/2021
Odin Gallagher,11/8/2021 16:04,11/8/2021 16:36,11/8/2021
Odin Gallagher,11/8/2021 14:01,11/8/2021 15:17,11/8/2021
Camila Blevins,11/8/2021 13:55,11/8/2021 18:45,11/8/2021
Stanley Moreno,11/8/2021 13:58,11/8/2021 15:20,11/8/2021
Stanley Moreno,11/8/2021 17:44,11/8/2021 18:45,11/8/2021
Aria Reilly,--,--,11/8/2021
Amani Spencer,11/8/2021 13:55,11/8/2021 18:47,11/8/2021
Laney Hammond,11/8/2021 14:08,11/8/2021 18:46,11/8/2021
Kaley Johnston,--,--,11/8/2021
Katherine Guzman,11/8/2021 18:28,11/8/2021 18:45,11/8/2021
Katherine Guzman,11/8/2021 18:22,11/8/2021 18:28,11/8/2021
Katherine Guzman,11/8/2021 14:00,11/8/2021 18:14,11/8/2021
Meadow Henderson,11/8/2021 16:23,11/8/2021 17:59,11/8/2021
Dahlia Liu,11/8/2021 16:16,11/8/2021 16:18,11/8/2021
Terrence Beasley,--,--,11/8/2021
Scarlett Potter,--,--,11/8/2021
Noelle Sosa,11/8/2021 13:49,11/8/2021 13:58,11/8/2021
Ashly Ellison,11/8/2021 14:08,11/8/2021 17:36,11/8/2021
Deangelo Rivas,--,--,11/8/2021
Pierce Russell,11/8/2021 13:56,11/8/2021 17:18,11/8/2021
Corinne Cherry,11/8/2021 13:55,11/8/2021 18:47,11/8/2021
Damion Key,11/8/2021 13:55,11/8/2021 15:01,11/8/2021
Kaylie Nielsen,--,--,11/8/2021
Jadon Mcbride,--,--,11/8/2021
Elyse Riddle,11/8/2021 18:20,11/8/2021 18:45,11/8/2021
Cole Carey,11/8/2021 13:47,11/8/2021 18:45,11/8/2021
Aniya Ramsey,11/8/2021 14:20,11/8/2021 16:10,11/8/2021
Lawson Carson,--,--,11/8/2021
Marissa Vargas,11/8/2021 18:24,11/8/2021 18:44,11/8/2021
Marissa Vargas,11/8/2021 18:45,11/8/2021 18:53,11/8/2021
Marissa Vargas,11/8/2021 13:45,11/8/2021 13:56,11/8/2021
Marissa Vargas,11/8/2021 18:02,11/8/2021 18:06,11/8/2021
Marissa Vargas,11/8/2021 18:06,11/8/2021 18:11,11/8/2021
Marissa Vargas,11/8/2021 18:11,11/8/2021 18:12,11/8/2021
Marissa Vargas,11/8/2021 18:12,11/8/2021 18:24,11/8/2021
Marissa Vargas,11/8/2021 15:54,11/8/2021 18:01,11/8/2021
Laney Barrett,11/8/2021 15:21,11/8/2021 16:02,11/8/2021
Zaria Matthews,11/8/2021 16:12,11/8/2021 16:25,11/8/2021
Jazmin Gentry,11/8/2021 14:11,11/8/2021 14:29,11/8/2021
Jazmin Gentry,11/8/2021 14:56,11/8/2021 16:16,11/8/2021
Jazmin Gentry,11/8/2021 16:15,11/8/2021 17:21,11/8/2021
Carly Faulkner,11/8/2021 14:00,11/8/2021 14:48,11/8/2021
Evangeline Wu,--,--,11/8/2021
Jake Sawyer,--,--,11/8/2021
Yoselin Marshall,11/8/2021 17:21,11/8/2021 18:45,11/8/2021
Kaleb Salinas,11/8/2021 14:07,11/8/2021 15:58,11/8/2021
Makayla Yang,11/8/2021 18:25,11/8/2021 18:45,11/8/2021
Makayla Yang,11/8/2021 14:00,11/8/2021 18:44,11/8/2021
Bryant Cantu,--,--,11/8/2021
Trystan Rios,11/8/2021 13:48,11/8/2021 18:45,11/8/2021
Adeline Suarez,11/8/2021 14:01,11/8/2021 14:18,11/8/2021
Samantha Valentine,--,--,11/8/2021
Cruz Lin,--,--,11/8/2021
Rylee Clements,--,--,11/8/2021
Dayana Mcpherson,--,--,11/8/2021
Kendra Hamilton,--,--,11/8/2021
Kara Yu,11/8/2021 13:56,11/8/2021 14:25,11/8/2021
Kara Yu,11/8/2021 15:09,11/8/2021 17:31,11/8/2021
Tristen Rocha,11/8/2021 13:51,11/8/2021 15:00,11/8/2021
Tristen Rocha,11/8/2021 16:56,11/8/2021 18:45,11/8/2021
Walker Salazar,11/8/2021 13:57,11/8/2021 16:53,11/8/2021
Walker Salazar,11/8/2021 18:11,11/8/2021 18:45,11/8/2021
Alaina Miller,11/8/2021 18:05,11/8/2021 18:53,11/8/2021
Alaina Miller,11/8/2021 15:11,11/8/2021 18:05,11/8/2021
Memphis Combs,--,--,11/8/2021
Kenny Austin,--,--,11/8/2021
Regina Christian,11/8/2021 16:45,11/8/2021 17:29,11/8/2021
Regina Christian,11/8/2021 14:10,11/8/2021 16:26,11/8/2021
Audrey Mcmillan,11/8/2021 13:45,11/8/2021 15:16,11/8/2021
Audrey Mcmillan,11/8/2021 15:46,11/8/2021 18:45,11/8/2021
Rayne Ramos,11/8/2021 17:32,11/8/2021 18:36,11/8/2021
Rayne Ramos,11/8/2021 15:13,11/8/2021 16:51,11/8/2021
Nathen Buck,11/8/2021 15:49,11/8/2021 18:50,11/8/2021
Garrett Gibson,11/8/2021 13:43,11/8/2021 18:41,11/8/2021
Amara Conrad,--,--,11/8/2021
Aisha English,11/8/2021 13:52,11/8/2021 18:45,11/8/2021
Sidney Alvarez,11/8/2021 13:55,11/8/2021 15:42,11/8/2021
Elisha Booker,--,--,11/8/2021
Jennifer English,11/8/2021 13:54,11/8/2021 15:48,11/8/2021
Jennifer English,11/8/2021 15:48,11/8/2021 18:47,11/8/2021
Aubree Elliott,11/8/2021 14:51,11/8/2021 18:46,11/8/2021
Selah Moreno,11/8/2021 13:59,11/8/2021 17:40,11/8/2021
Jaylah Houston,--,--,11/8/2021
Teresa Leach,11/8/2021 13:51,11/8/2021 18:49,11/8/2021
Alannah Wright,11/8/2021 13:56,11/8/2021 18:47,11/8/2021
Gretchen Mueller,11/8/2021 15:11,11/8/2021 16:20,11/8/2021
Tristin Spears,11/8/2021 17:52,11/8/2021 18:47,11/8/2021
Kane Mack,11/8/2021 13:54,11/8/2021 18:45,11/8/2021
Kennedi Hendricks,--,--,11/8/2021
Estrella Savage,--,--,11/8/2021
Taniya Frey,11/8/2021 13:56,11/8/2021 18:46,11/8/2021
Eileen Krause,11/8/2021 14:52,11/8/2021 18:53,11/8/2021
Aydan Pruitt,--,--,11/8/2021
Damaris Barron,11/8/2021 13:39,11/8/2021 17:37,11/8/2021
Josephine Williamson,11/8/2021 14:00,11/8/2021 18:50,11/8/2021
Branson Rivas,11/8/2021 13:41,11/8/2021 17:35,11/8/2021
Branson Rivas,11/8/2021 17:44,11/8/2021 17:45,11/8/2021
Branson Rivas,11/8/2021 17:46,11/8/2021 18:45,11/8/2021
Zander Lewis,11/8/2021 14:08,11/8/2021 18:46,11/8/2021
Bernard Coleman,11/8/2021 13:59,11/8/2021 18:45,11/8/2021
Bernard Coleman,11/8/2021 14:03,11/8/2021 18:53,11/8/2021
Abbigail Harding,11/8/2021 13:59,11/8/2021 18:45,11/8/2021
Keyla Daugherty,11/8/2021 14:03,11/8/2021 14:05,11/8/2021
Keyla Daugherty,11/8/2021 14:05,11/8/2021 14:50,11/8/2021
Kayden Hancock,11/8/2021 13:39,11/8/2021 18:47,11/8/2021
Kaiya Cordova,11/8/2021 14:00,11/8/2021 17:25,11/8/2021
Deja Davidson,--,--,11/8/2021
Jamarcus Hart,11/8/2021 13:57,11/8/2021 18:53,11/8/2021
Cara Taylor,--,--,11/8/2021
Nicolas Maddox,11/8/2021 14:02,11/8/2021 18:53,11/8/2021
Willie Colon,--,--,11/8/2021
Hadassah Lowery,11/8/2021 13:39,11/8/2021 16:10,11/8/2021
Adalyn Gonzalez,11/8/2021 13:55,11/8/2021 18:48,11/8/2021
Kane Haley,--,--,11/8/2021
Marisol Rasmussen,11/8/2021 13:40,11/8/2021 18:49,11/8/2021
Rishi Norris,11/8/2021 13:59,11/8/2021 18:46,11/8/2021
Rishi Norris,11/8/2021 17:06,11/8/2021 17:35,11/8/2021
Rishi Norris,11/8/2021 17:36,11/8/2021 17:54,11/8/2021
Rishi Norris,11/8/2021 17:55,11/8/2021 18:17,11/8/2021
Tamia Morgan,11/8/2021 16:28,11/8/2021 16:58,11/8/2021
Martin Pittman,--,--,11/8/2021
Jaylee Estes,11/8/2021 13:40,11/8/2021 18:45,11/8/2021
Jaylee Estes,11/8/2021 15:05,11/8/2021 15:22,11/8/2021
Jaylee Estes,11/8/2021 16:37,11/8/2021 16:47,11/8/2021
Jaylee Estes,11/8/2021 16:14,11/8/2021 16:18,11/8/2021
Jaylee Estes,11/8/2021 16:25,11/8/2021 16:29,11/8/2021
Jaylee Estes,11/8/2021 16:57,11/8/2021 17:01,11/8/2021
Jaylee Estes,11/8/2021 17:04,11/8/2021 17:05,11/8/2021
Delaney Horne,11/8/2021 13:45,11/8/2021 18:45,11/8/2021
Jayla Schmidt,11/8/2021 13:42,11/8/2021 17:41,11/8/2021
Felipe Ross,11/8/2021 13:39,11/8/2021 13:40,11/8/2021
London Savage,11/8/2021 16:31,11/8/2021 18:45,11/8/2021
London Savage,11/8/2021 14:15,11/8/2021 14:55,11/8/2021
London Savage,11/8/2021 14:58,11/8/2021 15:17,11/8/2021
Katelyn Burns,--,--,11/8/2021
Tianna Rhodes,11/8/2021 13:41,11/8/2021 16:38,11/8/2021
Keagan Payne,11/8/2021 13:59,11/8/2021 16:36,11/8/2021
Evangeline Chen,11/8/2021 13:39,11/8/2021 15:42,11/8/2021
Evangeline Chen,11/8/2021 15:34,11/8/2021 15:35,11/8/2021
Evangeline Chen,11/8/2021 15:42,11/8/2021 18:53,11/8/2021
Bethany Brennan,11/8/2021 13:57,11/8/2021 17:53,11/8/2021
Blaze Ewing,11/8/2021 17:40,11/8/2021 17:43,11/8/2021
Aedan Fischer,11/8/2021 13:56,11/8/2021 17:56,11/8/2021
Aedan Fischer,11/8/2021 18:04,11/8/2021 18:53,11/8/2021
Gunner Wilkins,11/8/2021 13:58,11/8/2021 13:59,11/8/2021
Gunner Wilkins,11/8/2021 15:35,11/8/2021 16:22,11/8/2021
Gunner Wilkins,11/8/2021 16:32,11/8/2021 16:37,11/8/2021
Gunner Wilkins,11/8/2021 16:56,11/8/2021 18:45,11/8/2021
Lillian Holland,--,--,11/8/2021
Sage Carrillo,11/8/2021 16:18,11/8/2021 18:47,11/8/2021
Johnny Oneill,--,--,11/8/2021
Julien Montoya,--,--,11/8/2021
Scarlett Merritt,11/8/2021 16:19,11/8/2021 17:36,11/8/2021
Scarlett Merritt,11/8/2021 14:45,11/8/2021 16:36,11/8/2021
Scarlett Merritt,11/8/2021 16:06,11/8/2021 16:21,11/8/2021
Clare Hicks,11/8/2021 13:42,11/8/2021 18:45,11/8/2021
Karson Price,--,--,11/8/2021
Noelle Bailey,--,--,11/8/2021
Tristin Heath,11/8/2021 15:38,11/8/2021 18:53,11/8/2021
Tristin Heath,11/8/2021 14:06,11/8/2021 14:14,11/8/2021
Tristin Heath,11/8/2021 14:15,11/8/2021 14:28,11/8/2021
Tristin Heath,11/8/2021 14:28,11/8/2021 14:58,11/8/2021
Alexis Cruz,11/8/2021 13:58,11/8/2021 18:45,11/8/2021
Simone Compton,11/8/2021 13:39,11/8/2021 16:36,11/8/2021
Lailah Bradshaw,11/8/2021 17:01,11/8/2021 17:35,11/8/2021
Ansley Roy,--,--,11/8/2021
Gerardo Baldwin,11/8/2021 14:00,11/8/2021 18:46,11/8/2021
Rose Wheeler,--,--,11/8/2021
Davin Preston,11/8/2021 14:53,11/8/2021 18:46,11/8/2021
Marquise Walker,--,--,11/8/2021
Kade Novak,--,--,11/8/2021
Atticus Rodriguez,11/8/2021 13:41,11/8/2021 18:53,11/8/2021
Amani Hodge,11/8/2021 13:52,11/8/2021 18:45,11/8/2021
Enzo Crosby,--,--,11/8/2021
Noelle Weber,11/8/2021 14:35,11/8/2021 15:22,11/8/2021
Casey Gonzales,11/8/2021 13:51,11/8/2021 18:46,11/8/2021
Cannon Krueger,11/8/2021 14:02,11/8/2021 15:00,11/8/2021
Carissa Zuniga,--,--,11/8/2021
Jasmin Zavala,11/8/2021 13:50,11/8/2021 16:36,11/8/2021
Jasmin Zavala,11/8/2021 17:33,11/8/2021 18:46,11/8/2021
Alannah Oliver,11/8/2021 14:01,11/8/2021 15:10,11/8/2021
Alannah Oliver,11/8/2021 14:19,11/8/2021 14:20,11/8/2021
Ashanti Landry,11/8/2021 17:33,11/8/2021 18:53,11/8/2021
Ashanti Landry,11/8/2021 14:09,11/8/2021 14:10,11/8/2021
Ashanti Landry,11/8/2021 14:10,11/8/2021 17:30,11/8/2021
Alannah Downs,11/8/2021 16:03,11/8/2021 16:38,11/8/2021
Alannah Downs,11/8/2021 14:00,11/8/2021 14:47,11/8/2021
Alannah Downs,11/8/2021 14:47,11/8/2021 15:36,11/8/2021
Gilbert Salas,11/8/2021 13:57,11/8/2021 18:46,11/8/2021
Kylee Decker,11/8/2021 13:59,11/8/2021 14:02,11/8/2021
Kylee Decker,11/8/2021 15:30,11/8/2021 16:26,11/8/2021
Kylee Decker,11/8/2021 16:40,11/8/2021 17:36,11/8/2021
Kylee Decker,11/8/2021 17:45,11/8/2021 18:45,11/8/2021
Kylee Decker,11/8/2021 14:03,11/8/2021 15:04,11/8/2021
Zion Oconnor,11/8/2021 13:45,11/8/2021 15:50,11/8/2021
Zion Oconnor,11/8/2021 18:27,11/8/2021 18:32,11/8/2021
Azul Hopkins,11/8/2021 13:45,11/8/2021 18:42,11/8/2021
Erin Werner,11/8/2021 13:54,11/8/2021 13:55,11/8/2021
Sonny Roth,11/8/2021 18:08,11/8/2021 18:44,11/8/2021
Sonny Roth,11/8/2021 14:07,11/8/2021 17:23,11/8/2021
Brennan Tyler,11/8/2021 13:39,11/8/2021 18:49,11/8/2021
Madelyn Pugh,11/8/2021 14:00,11/8/2021 18:46,11/8/2021
Raegan Wade,11/8/2021 13:57,11/8/2021 16:21,11/8/2021
Douglas Cobb,11/8/2021 13:47,11/8/2021 17:39,11/8/2021
Andrew Steele,11/8/2021 15:19,11/8/2021 16:25,11/8/2021
Andrew Steele,11/8/2021 14:15,11/8/2021 15:18,11/8/2021
Jaida Vasquez,11/8/2021 13:54,11/8/2021 16:37,11/8/2021
Jadiel Duncan,11/8/2021 14:18,11/8/2021 16:37,11/8/2021
Elliot Nielsen,11/8/2021 14:32,11/8/2021 18:53,11/8/2021
Jaelynn Perry,11/8/2021 14:05,11/8/2021 14:08,11/8/2021
Jaelynn Perry,11/8/2021 14:15,11/8/2021 15:17,11/8/2021
Marcus Roth,11/8/2021 13:41,11/8/2021 15:19,11/8/2021
Marcus Roth,11/8/2021 15:19,11/8/2021 17:20,11/8/2021
Dominick Ramsey,--,--,11/9/2021
Aditya Wiggins,--,--,11/9/2021
Pierce Reid,11/9/2021 14:01,11/9/2021 19:04,11/9/2021
Kadin Gentry,11/9/2021 13:45,11/9/2021 19:03,11/9/2021
Caylee Rivas,11/9/2021 14:02,11/9/2021 15:01,11/9/2021
Vivian Sparks,11/9/2021 14:01,11/9/2021 15:34,11/9/2021
Lorenzo Werner,11/9/2021 13:56,11/9/2021 19:09,11/9/2021
Callum Foley,11/9/2021 14:00,11/9/2021 16:07,11/9/2021
Jolie Jensen,11/9/2021 13:57,11/9/2021 19:09,11/9/2021
Finn Holt,11/9/2021 13:46,11/9/2021 16:09,11/9/2021
Dayami Howard,--,--,11/9/2021
Savion Swanson,11/9/2021 13:51,11/9/2021 19:03,11/9/2021
Brogan Fleming,11/9/2021 15:42,11/9/2021 15:43,11/9/2021
Korbin Blankenship,11/9/2021 14:26,11/9/2021 14:50,11/9/2021
Korbin Blankenship,11/9/2021 14:50,11/9/2021 19:04,11/9/2021
Marlon Buchanan,11/9/2021 17:40,11/9/2021 19:05,11/9/2021
Zayne Christian,11/9/2021 15:18,11/9/2021 15:52,11/9/2021
Maren Bennett,--,--,11/9/2021
Kallie Weiss,11/9/2021 13:58,11/9/2021 16:22,11/9/2021
Kenyon Cannon,11/9/2021 14:00,11/9/2021 17:16,11/9/2021
Dalia Cooper,11/9/2021 14:02,11/9/2021 15:35,11/9/2021
Alvaro Dunlap,--,--,11/9/2021
Adrien Garner,--,--,11/9/2021
Veronica Lang,11/9/2021 13:53,11/9/2021 17:43,11/9/2021
Mila Patel,11/9/2021 13:55,11/9/2021 19:03,11/9/2021
Adyson Cohen,--,--,11/9/2021
Mohamed Hammond,--,--,11/9/2021
River Bright,--,--,11/9/2021
Braylon Charles,11/9/2021 14:00,11/9/2021 16:44,11/9/2021
Bianca Estrada,11/9/2021 13:52,11/9/2021 19:03,11/9/2021
Teagan Garrison,11/9/2021 16:40,11/9/2021 16:41,11/9/2021
Finley Graham,11/9/2021 15:23,11/9/2021 16:18,11/9/2021
Valeria Moyer,11/9/2021 14:18,11/9/2021 14:19,11/9/2021
Billy Acosta,--,--,11/9/2021
Giovanni Green,11/9/2021 15:20,11/9/2021 15:29,11/9/2021
Celia Nichols,11/9/2021 13:58,11/9/2021 19:05,11/9/2021
Cassidy Rivera,--,--,11/9/2021
German Leonard,11/9/2021 13:40,11/9/2021 13:58,11/9/2021
Lyric Clarke,11/9/2021 14:02,11/9/2021 15:34,11/9/2021
Lyric Clarke,11/9/2021 15:48,11/9/2021 15:53,11/9/2021
Lyric Clarke,11/9/2021 16:00,11/9/2021 16:08,11/9/2021
Lyric Clarke,11/9/2021 16:27,11/9/2021 16:28,11/9/2021
Lyric Clarke,11/9/2021 17:16,11/9/2021 17:16,11/9/2021
Taylor David,11/9/2021 17:20,11/9/2021 18:12,11/9/2021
Maggie Moon,--,--,11/9/2021
Antonio Hurley,--,--,11/9/2021
Kathleen Jacobson,--,--,11/9/2021
Payten Graham,11/9/2021 13:50,11/9/2021 19:09,11/9/2021
Sean Blackburn,11/9/2021 15:52,11/9/2021 15:53,11/9/2021
Sean Blackburn,11/9/2021 16:17,11/9/2021 17:07,11/9/2021
Britney Harrington,--,--,11/9/2021
Preston Robertson,11/9/2021 14:03,11/9/2021 17:05,11/9/2021
Yadiel Mata,--,--,11/9/2021
Brielle Davila,--,--,11/9/2021
Jada Snyder,11/9/2021 14:01,11/9/2021 15:04,11/9/2021
Colton Knapp,11/9/2021 14:12,11/9/2021 14:32,11/9/2021
Colton Knapp,11/9/2021 14:33,11/9/2021 14:36,11/9/2021
Colton Knapp,11/9/2021 14:36,11/9/2021 15:02,11/9/2021
Colton Knapp,11/9/2021 15:31,11/9/2021 15:32,11/9/2021
Colton Knapp,11/9/2021 16:42,11/9/2021 18:13,11/9/2021
Stanley Richards,--,--,11/9/2021
Zion Gilbert,--,--,11/9/2021
Justus Gaines,11/9/2021 14:04,11/9/2021 19:09,11/9/2021
Kayleigh Rodgers,11/9/2021 18:15,11/9/2021 19:09,11/9/2021
Zachariah Mcclure,11/9/2021 13:48,11/9/2021 18:50,11/9/2021
Ibrahim Norton,11/9/2021 13:31,11/9/2021 19:06,11/9/2021
Terrell Kramer,--,--,11/9/2021
Nadia Ho,11/9/2021 14:00,11/9/2021 16:53,11/9/2021
Shyanne Murphy,--,--,11/9/2021
Kane Hatfield,11/9/2021 13:57,11/9/2021 19:04,11/9/2021
Gael Frederick,--,--,11/9/2021
Lawrence Barr,--,--,11/9/2021
Saige Villa,--,--,11/9/2021
Norah Reed,11/9/2021 14:05,11/9/2021 15:51,11/9/2021
Benjamin Dalton,--,--,11/9/2021
Alice Duarte,11/9/2021 13:58,11/9/2021 18:04,11/9/2021
Cooper Osborne,--,--,11/9/2021
Braiden Nelson,11/9/2021 14:51,11/9/2021 17:17,11/9/2021
German Higgins,11/9/2021 14:00,11/9/2021 15:33,11/9/2021
Brandon Farley,--,--,11/9/2021
Easton Perez,11/9/2021 13:41,11/9/2021 13:42,11/9/2021
Easton Perez,11/9/2021 13:57,11/9/2021 14:35,11/9/2021
Easton Perez,11/9/2021 14:37,11/9/2021 16:12,11/9/2021
Easton Perez,11/9/2021 18:23,11/9/2021 19:04,11/9/2021
Deangelo Cooke,11/9/2021 16:21,11/9/2021 19:04,11/9/2021
Ava Preston,11/9/2021 13:58,11/9/2021 19:09,11/9/2021
Efrain Jordan,11/9/2021 13:59,11/9/2021 16:17,11/9/2021
Efrain Jordan,11/9/2021 14:00,11/9/2021 16:16,11/9/2021
Hayden Hull,11/9/2021 14:01,11/9/2021 14:02,11/9/2021
Hayden Hull,11/9/2021 14:02,11/9/2021 19:04,11/9/2021
Julia Winters,11/9/2021 13:32,11/9/2021 17:59,11/9/2021
Julia Winters,11/9/2021 13:33,11/9/2021 17:59,11/9/2021
Trent Tate,11/9/2021 14:53,11/9/2021 15:59,11/9/2021
Kristopher Horn,11/9/2021 13:56,11/9/2021 18:20,11/9/2021
Matthias Prince,11/9/2021 13:50,11/9/2021 18:26,11/9/2021
Samson Brock,11/9/2021 14:30,11/9/2021 17:17,11/9/2021
